monto,tipo_transaccion,hora,ubicacion,frecuencia,dispositivo_nuevo,isFraud
375.16557872851513,0,4.989270123504656,51.908178513621806,16,1,0
950.7635921035062,1,0.6367728929716732,47.9181877629731,14,1,0
732.2619478695937,1,4.3544504421551355,2.5642065806435688,8,1,1
599.0598257128396,1,13.992997463272612,34.12478276261564,18,1,0
156.8626218019941,0,10.114189214219952,38.019561878585705,10,0,0
156.83852581586643,1,21.424121065847395,39.88227808969005,28,1,0
59.02552855603126,0,19.61864548172258,58.017236922733225,20,0,0
866.3099696291603,1,8.203616440749023,53.360254672687844,6,0,0
601.5138967314656,0,6.22616240235102,60.79050927934446,12,1,0
708.3645052182494,0,9.112617796014405,76.48832615421283,2,1,1
21.563909801506643,0,14.167078620355387,81.29857387160935,7,1,0
969.9399423098323,1,6.43352737974903,71.81230762264944,16,1,0
832.6101981596213,1,14.979573788379216,95.55236959549347,3,1,1
213.12677156759787,1,9.82587965258977,1.823258267636163,13,0,0
182.6431422398935,1,13.249132340447526,19.57779856835461,3,0,0
184.22110534358038,0,10.4670366992476,0.756287497814212,27,1,0
304.9380007165782,1,7.067178229006024,64.7474714154603,18,0,0
525.2316752006057,1,22.76287936709176,89.8030548949987,11,1,0
432.51307362347364,0,18.32653905983426,24.34822965762993,8,1,0
291.93791105784385,0,3.362716218394861,92.70345447963066,6,0,0
612.2410418276571,0,20.84323142154991,6.026739028956085,1,1,1
140.3543667913898,1,11.698348757988327,93.44360268055144,28,1,0
292.85250388668294,0,21.469253445458193,35.16226872396344,1,0,0
366.995481450398,0,19.196526142735564,10.142082844921651,23,1,0
456.6139142328189,0,10.205124107261604,48.58717591863256,8,1,0
785.3907854316205,1,0.5392633996828176,25.677656772050796,5,0,0
200.47410837620137,0,6.448256625238706,28.487290196192284,28,1,0
514.720203975198,1,12.999221151860805,30.728996492628657,16,1,0
592.8221542931805,1,15.203477275827534,80.30258978326634,11,0,0
47.40396230727773,0,6.189304450396855,53.91612766752545,5,1,0
607.9373070495369,0,3.344545777747779,31.130769915600364,4,0,0
171.35359956360423,1,20.038325683183178,61.03337833109184,6,1,0
65.98654139229424,0,23.625652336885253,71.61506742231936,14,1,0
948.93665171608,0,12.61656437526446,27.262400073353376,22,0,0
965.6664010414848,1,4.120302860359284,41.354910152535155,19,0,0
808.5889507683447,1,6.535375836464855,12.188609333694755,9,1,1
305.3091554041973,0,0.4413762371392016,18.11493495346803,12,1,0
98.5744418923775,1,21.943171357451977,68.11178539649828,11,1,0
684.5487934856448,0,2.8260259893633872,18.143834769562694,14,0,0
440.7123412458617,0,13.836395412342085,52.516338366706016,23,1,0
122.91619660993405,0,6.577325296492944,70.90462617224327,16,1,0
495.6817332011589,1,13.300272060379042,10.687692309474384,1,1,0
35.35413259410318,0,15.63408932044474,56.73122196289035,13,0,0
909.4110816767032,0,19.91380328897284,25.656278370136377,23,1,0
259.5212016184169,0,4.954110522254477,96.29268752375798,21,1,0
