monto,tipo_transaccion,hora,ubicacion,frecuencia,dispositivo_nuevo,isFraud
375.16557872851513,0,18.651525982258484,11.689804070836407,23,1,0
950.7635921035062,1,13.401701993659321,93.98321236134751,13,0,0
732.2619478695937,1,10.18132822192743,62.770805307141785,13,0,0
599.0598257128396,1,21.752505242273664,33.49056146570861,18,1,0
156.8626218019941,0,2.668739575347632,13.927207266338726,3,1,0
156.83852581586643,0,11.82300250298062,79.4025189270296,27,0,0
59.02552855603126,0,0.27248747441805765,62.00727559285135,7,1,0
866.3099696291603,1,11.247855407859031,53.34610919763215,14,1,0
601.5138967314656,1,1.3512786163640964,89.38925830509577,20,1,0
708.3645052182494,1,2.851629990433726,78.85972112245308,29,1,0
21.563909801506643,0,2.820629922650517,15.167487973275119,17,1,0
969.9399423098323,1,15.581047250785526,31.172206779554823,29,1,0
832.6101981596213,1,17.905077102370157,24.848913981446575,21,0,0
213.12677156759787,1,14.000850362331832,74.3946292572677,12,0,0
182.6431422398935,1,23.092141163389005,3.353243473577938,25,1,0
184.22110534358038,0,8.996893908568897,56.98896848713165,16,1,0
304.9380007165782,0,6.857090070764658,76.24586857406905,24,0,0
525.2316752006057,1,20.846379076547045,87.67656367617495,12,1,0
432.51307362347364,0,5.366300124466863,34.20817487159075,15,1,0
291.93791105784385,0,23.11734094657467,82.12573046720128,25,1,0
612.2410418276571,1,0.2917073925555922,11.063173695520723,10,1,0
140.3543667913898,1,23.27709184098334,84.64522917345182,25,1,0
292.85250388668294,0,1.0358378868138267,12.748866233198243,7,0,0
366.995481450398,1,21.387434728753707,39.72872905603673,20,0,0
456.6139142328189,0,12.664826618071196,79.72953657795536,5,0,0
785.3907854316205,1,23.831155106863207,14.991742734877377,1,0,0
200.47410837620137,0,1.7711175536495727,22.92513952326415,17,1,0
514.720203975198,1,13.292502825631699,72.22525683930662,3,1,1
592.8221542931805,0,23.263260854858373,72.00365365460743,13,0,0
47.40396230727773,0,12.554348260083572,64.11476328852973,14,1,0
607.9373070495369,0,15.1055673152463,69.39484444671,24,0,0
171.35359956360423,1,16.697968535630814,54.27244433475962,18,1,0
65.98654139229424,0,10.908985554426557,25.179905890695274,4,1,0
948.93665171608,0,15.061393922017523,34.56959935039195,18,0,0
965.6664010414848,1,14.023543486154406,18.159771680142565,5,1,1
808.5889507683447,1,21.627792251783735,90.84505613336283,25,0,0
305.3091554041973,0,1.090713128194989,58.339179476612046,16,1,0
98.5744418923775,0,6.743116550213528,40.08514167636399,1,1,0
684.5487934856448,1,22.80987561783741,46.20058036441327,21,0,0
