monto,tipo_transaccion,hora,ubicacion,frecuencia,dispositivo_nuevo,isFraud
636.7740008525166,1,20.452356007644962,74.99604703991778,3,1,1
729.2781608729463,0,11.248635835079288,91.98556164127605,14,1,1
341.72528469920826,0,17.12039006122926,13.935607407282413,1,1,0
607.9373070495369,0,15.1055673152463,69.39484444671,24,1,0
822.7779600989986,0,17.942625124230027,31.875250293206992,7,1,1
502.0147783925124,0,20.20389064219853,47.42142166574638,6,1,1
741.0278491364502,0,22.30869946194782,92.52483174156659,4,1,1
985.6648036564901,1,2.8952609064144195,42.1424550592498,13,1,1
349.8603650380482,0,21.37265473775748,1.0995828658480478,7,1,0
52.42727249873936,0,4.614936451408099,1.3001923510736035,26,0,0
489.96330751728544,1,2.1288608101693347,58.304156096969216,16,1,0
772.4725245273607,0,14.259137168451243,80.28534485980114,29,1,0
780.0956703117662,0,11.962612774297375,59.74131021703083,26,0,0
822.7779600989986,0,17.942625124230027,31.875250293206992,7,1,1
440.7123412458617,1,21.366330813381992,94.72833396118153,14,0,0
227.26927942274003,1,11.628551644584512,79.98552559473153,1,1,0
761.8579957133888,0,8.742476665153811,34.1817351697876,13,1,1
6.516595006478797,1,23.277945547550477,33.34991716911442,21,0,0
708.3645052182494,1,2.851629990433726,78.85972112245308,29,1,0
890.1153364757487,0,3.9423791503438306,3.700763471549262,26,1,0
466.1324201143277,0,9.41868257814325,33.98749637680661,29,1,0
244.74565373570448,1,23.57708680580655,26.22640442998251,28,0,0
950.7635921035062,1,13.401701993659321,93.98321236134751,13,1,1
921.9523607880938,0,3.902806544277391,73.64442356247228,6,1,1
771.4990763392598,1,9.955668056103963,34.634599436596126,10,1,1
514.720203975198,1,13.292502825631699,72.22525683930662,3,1,1
761.8579957133888,0,8.742476665153811,34.1817351697876,13,1,1
950.7635921035062,1,13.401701993659321,93.98321236134751,13,1,1
295.1544431775161,0,12.78214638123806,18.513292883861965,22,0,0
985.6648036564901,1,2.8952609064144195,42.1424550592498,13,1,1
818.1967511565706,0,3.5297635422969105,71.59722288473975,9,1,1
990.063796254159,0,14.295329774588263,98.7668007996647,14,1,1
921.9523607880938,0,3.902806544277391,73.64442356247228,6,1,1
561.7159203719267,1,16.12081642574056,96.10703174694551,9,0,0
495.6817332011589,1,14.883182347236882,58.62298320167972,9,1,1
74.97060708235627,1,6.56176972633695,34.69532018962277,11,1,0
636.7740008525166,1,20.452356007644962,74.99604703991778,3,1,1
962.4848476471691,0,3.3318521435858433,72.22669318556592,24,0,0
732.2619478695937,1,10.18132822192743,62.770805307141785,13,1,1
591.3020502450536,0,17.9582325692078,14.011317576645254,8,1,1
921.9523607880938,0,3.902806544277391,73.64442356247228,6,1,1
216.60520646934634,1,13.045268666735726,2.440078155653802,11,0,0
359.10726281572835,1,1.3530119196222508,73.75012481097484,2,0,0
815.6459670263794,1,20.21085415525701,39.81686935909433,19,0,0
948.93665171608,0,15.061393922017523,34.56959935039195,18,1,0
803.8684048222153,0,9.413857082393577,15.52402459307125,14,0,0
86.26211752877423,0,14.98171190193581,2.126941085038714,2,1,0
771.4990763392598,1,9.955668056103963,34.634599436596126,10,1,1
428.755964168997,1,6.9271332777661385,91.73135754622427,4,0,0
860.869852673087,0,22.238103003875864,65.89239419101514,3,1,1
184.22110534358038,0,8.996893908568897,56.98896848713165,16,1,0
645.8268236112607,1,18.467830396606487,24.640203323910683,15,1,0
877.4956988560275,1,8.372838397031888,70.55751725156884,12,1,1
375.16557872851513,0,18.651525982258484,11.689804070836407,23,0,0
291.93791105784385,0,23.11734094657467,82.12573046720128,25,1,0
650.3139668469873,1,19.086415484637364,84.45493985350704,15,1,0
36.906331522945344,0,21.0528129795146,69.62887758781397,2,0,0
89.40400954986758,0,21.86225242785222,93.43670147690149,7,0,0
985.6648036564901,1,2.8952609064144195,42.1424550592498,13,1,1
331.5671268277965,0,23.91928408977373,14.085702037979985,17,1,0
818.1967511565706,0,3.5297635422969105,71.59722288473975,9,1,1
578.7018608551778,1,8.61193161896406,7.695320162920916,14,0,0
116.75319046560459,1,20.753337030121276,45.221794088980715,25,1,0
120.4746516923634,1,22.89722465420934,1.3094456588333636,15,1,0
853.1564460118927,1,11.54736244451562,44.600577295795574,12,1,1
785.3907854316205,1,23.831155106863207,14.991742734877377,1,0,0
691.2468003643635,0,11.10083318719555,26.867735938494608,19,1,0
258.68368608744044,1,2.5721282721546253,17.16792858483035,9,0,0
145.74997721913186,1,4.248251622641924,18.143543508979732,28,1,0
35.35413259410318,1,6.657148391547184,50.5888678884466,15,0,0
871.58912959753,1,14.158024484511195,55.96403313082179,4,1,1
990.063796254159,0,14.295329774588263,98.7668007996647,14,1,1
907.6589074521669,0,21.03968646380028,20.513964048200716,17,1,0
41.73436641320915,1,19.348830715033472,76.36057941597608,2,0,0
741.0278491364502,0,22.30869946194782,92.52483174156659,4,1,1
592.8221542931805,0,23.263260854858373,72.00365365460743,13,1,1
292.85250388668294,0,1.0358378868138267,12.748866233198243,7,0,0
312.3993650133215,0,14.00774668442093,93.21182824836124,4,0,0
512.5809652409816,0,8.891330466993168,89.45522268940914,13,0,0
808.3122591848526,1,0.3490719760291663,44.07627469382282,25,1,0
771.1962127746065,1,14.8350777709895,14.866272775311295,3,0,0
591.3020502450536,0,17.9582325692078,14.011317576645254,8,1,1
196.78687955672606,0,19.740893830156054,92.55685129067763,24,0,0
228.70722737939974,0,20.696729009921885,2.538635566034486,28,0,0
456.6139142328189,0,12.664826618071196,79.72953657795536,5,0,0
525.2316752006057,1,20.846379076547045,87.67656367617495,12,0,0
141.78330074978788,1,9.035120805073191,59.127543574492925,4,1,0
120.74550196634912,0,11.82283425582887,1.9710537754364155,9,1,0
503.1344560120869,0,6.189667849078556,77.09122037458219,19,1,0
171.35359956360423,1,16.697968535630814,54.27244433475962,18,0,0
311.67133939394654,0,18.455697964332252,49.83677727394797,3,1,0
770.2235595455122,1,9.213389312957073,23.295947475363377,29,0,0
543.1019900728691,1,19.59838654731785,72.47667715287615,4,1,1
631.5074873712656,1,20.772171021455527,59.68428489168892,16,1,0
609.9547696459169,0,16.021385724504654,29.314773026101328,5,1,1
807.6327150088985,1,12.335747739835458,37.330931627975296,9,1,1
549.1850555772195,0,8.54632142154831,8.279866792512646,2,0,0
990.063796254159,0,14.295329774588263,98.7668007996647,14,1,1
156.83852581586643,0,11.82300250298062,79.4025189270296,27,0,0
662.859762069628,0,8.480453472625268,87.21239089441515,24,1,0
37.85006040717826,1,11.375079366308936,20.498429541582098,27,1,0
511.83105646207684,1,13.787354716317886,94.42664891134339,1,1,1
921.9523607880938,0,3.902806544277391,73.64442356247228,6,1,1
867.2052462615236,1,1.5959104168026599,92.43961953765304,29,1,0
304.9380007165782,0,6.857090070764658,76.24586857406905,24,0,0
493.02517612504505,1,16.047437278186344,7.513778173580876,10,1,1
222.8857026602595,0,23.52078180685145,67.18927435987284,10,1,0
543.1019900728691,1,19.59838654731785,72.47667715287615,4,1,1
599.0598257128396,1,21.752505242273664,33.49056146570861,18,1,0
432.51307362347364,0,5.366300124466863,34.20817487159075,15,1,0
703.3159399362827,0,3.0931133258555814,23.81827810467265,11,1,1
